Accel. Pedal Pos. (%),Boost Pressure (psi),Actual AFR (AFR),Airflow Mass (lb/min),Charge Air Temp. (F),Coolant Temp. (F),ETC Angle Actual (degrees),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Gear Current (Gear),Ign Corr. Cyl1 (degrees),Ign Timing Cyl1 (degrees),LTFT (%),Lambda (Raw) (AFR),Load Actual (%),Load Des. TQ Ctl (%),Oct Adj Ratio Lrn (Mult),STFT (%),VCT-E Angle Act. (degrees),VCT-I Angle Act. (degrees),WGDC Actual (%),AP Info:[AP3-FOR-001 v1.7.3.0-17779][USDM 2016 Focus ST (50S)][Reflash: Stage3 93 OCT or 98 RON v504.ptm]
63,12.2,14.26,11.03,104.9,189.7,81.73,2895,108.7,197.1,2,0,5.32,3.91,14.26,1.475,1.621,-1,2.34,14.9,-44.4,46.63,0
64,13.04,14.26,12.88,104.9,189.7,58.48,2977,114.2,201.5,2,0,3.83,3.91,14.26,1.475,1.7,-1,3.12,16.4,-45.5,43.77,0
64,13.55,14.11,12.88,104.9,189.7,38.3,3018,114.9,199.9,2,0.2,3.47,3.91,14.11,1.678,1.807,-1,3.12,16.9,-45.1,39.57,0
66,13.69,13.96,14.25,104.9,189.7,31.96,3069,116.1,198.6,2,0.2,3.05,3.91,13.96,1.678,1.902,-1,3.91,16.5,-44.9,39.75,0
68,14.08,13.67,14.25,104.9,189.7,33.31,3136,117.7,197.1,2,0.4,2.79,3.91,13.67,1.774,2.05,-1,3.91,15.9,-44.4,51.04,0
70,14.78,13.08,15.23,105.1,189.7,50.37,3231,121.3,197.2,2,0.6,3.23,3.91,13.38,1.849,2.16,-1,3.12,15.1,-43.9,57.19,0
72,14.93,13.08,15.23,105.1,189.7,78.26,3266,122,196.1,2,0.8,3.92,3.91,12.94,1.849,2.188,-1,2.34,14.9,-43.6,59.33,0
72,15.17,13.08,16.23,105.1,189.7,81.46,3309,125.6,199.4,2,0.8,4.11,3.91,12.94,1.878,2.195,-1,3.12,14.1,-43.4,58.41,0
72,16,12.64,16.23,105.1,189.7,82.23,3382,131.2,203.8,2,1,4.95,3.91,12.64,1.878,2.188,-1,2.34,13.8,-42.6,55.12,0
72,16.82,12.49,17.42,105.1,189.5,82.11,3494,137.7,207,2,1.2,5.72,3.91,12.49,1.96,2.168,-1,2.34,13.2,-42,52.69,0
72,17.54,12.35,18.59,105.1,189.5,82.05,3568,143.2,210.7,2,1.4,6.23,3.91,12.35,1.96,2.067,-1,2.34,12.8,-41.6,49.98,0
70,17.72,12.35,18.59,105.1,189.5,82.05,3650,147.6,212.4,2,1.4,6.64,3.91,12.35,2.02,1.978,-1,1.56,11.9,-40.7,49.13,0
68,17.75,12.35,19.34,105.1,189.5,82.05,3729,150.3,211.6,2,1.6,6.87,3.91,12.35,2.02,1.939,-1,1.56,11.5,-40.1,48.8,0
68,17.58,12.35,19.34,105.1,189.5,75.1,3819,152,209,2,1.8,7.29,3.91,12.35,2,1.929,-1,2.34,10.7,-39.4,48.61,0
68,17.12,12.2,19.47,105.1,189.5,57.03,3885,152,205.5,2,2,7.68,3.91,12.2,2,1.917,-1,2.34,9.9,-38.6,48.46,0
68,16.54,11.91,19.47,105.1,189.5,51.85,3951,153.7,204.3,2,2.2,8.11,3.91,12.05,1.928,1.911,-1,0.78,8.8,-37.6,48.77,0
68,16.26,11.91,19.54,105.1,189.5,57.11,4002,154.6,202.8,2,2.4,8.45,3.91,11.91,1.871,1.905,-1,0,7.8,-36.6,49.64,0
68,16.09,11.91,19.54,105.1,189.5,71.44,4063,155.4,200.8,2,2.6,8.85,3.91,11.91,1.871,1.902,-1,-0.78,6.5,-35.3,50.3,0
68,15.81,12.05,19.75,105.1,189.5,81.37,4101,156.3,200.1,2,2.8,9.05,3.91,12.05,1.838,1.886,-1,-1.56,5.9,-34.4,50.74,0
67,15.65,12.05,20.04,105.1,189.5,82.11,4158,157.9,199.4,2,3,9.38,3.91,12.2,1.838,1.849,-1,-2.34,4.8,-33.8,49.42,0
66,15.49,12.35,20.04,105.1,189.5,82.11,4205,159.6,199.4,2,3,9.45,3.91,12.35,1.821,1.815,-1,-2.34,1.9,-32.9,47.31,0
64,15.47,12.35,20.39,105.1,189.5,82.11,4273,161.5,198.6,2,3.2,9.73,3.91,12.35,1.821,1.8,-1,-2.34,-0.6,-32.4,47.49,0
64,15.32,12.49,20.39,105.1,189.5,82.11,4354,162.3,195.7,2,3.4,10.06,3.91,12.49,1.812,1.77,-1,-2.34,-0.6,-31.5,47.15,0
62,15.17,12.49,20.42,105.1,189.5,82.11,4442,163.5,193.3,2,3.4,10.52,3.91,12.49,1.812,1.751,-1,-2.34,-0.6,-31,46.71,0
62,14.93,12.64,20.42,105.1,189.5,80.98,4480,163.4,191.5,2,3.6,10.95,3.91,12.64,1.77,1.726,-1,-2.34,-0.6,-30.1,46.56,0
61,14.82,12.79,20.78,105.1,189.3,75.32,4484,163.6,191.5,2,3.6,11.09,3.91,12.79,1.739,1.694,-1,-1.56,-0.7,-29.5,46.2,0
60,14.68,12.79,20.78,105.1,189.3,66.76,4548,165.1,190.7,2,3.53,11.34,3.91,12.79,1.739,1.698,-1,-1.56,-0.8,-28.4,46.56,0
60,14.38,12.94,20.73,105.1,189.3,54.86,4628,166.7,189.2,2,3.35,11.84,3.91,12.94,1.714,1.699,-1,-1.56,-0.6,-27.9,45.35,0
60,14.13,12.94,20.73,105.1,189.3,50.91,4676,166.7,187.2,2,3.35,12.09,3.91,12.94,1.714,1.698,-1,-0.78,-0.7,-27.2,45.17,0
60,14.07,12.94,21.03,105.1,189.3,50.8,4736,167.9,186.2,2,3.37,12.32,3.91,12.94,1.694,1.694,-1,-0.78,-0.8,-26.4,45.08,0
60,13.93,12.94,21.31,105.1,189.3,53.71,4797,169.6,185.7,2,3.37,12.4,3.91,12.94,1.694,1.687,-1,-0.78,-0.7,-25.6,45.89,0
60,13.87,12.94,21.31,105.1,189.3,57.71,4847,170.3,184.5,2,3.31,12.55,3.91,12.94,1.68,1.646,-1,-0.78,-0.7,-25,45.13,0
57,13.75,12.94,21.64,105.1,189.3,63.78,4875,170.5,183.7,2,3.31,12.74,3.91,13.08,1.68,1.47,-1,-0.78,-0.7,-24.2,45.65,0
48,13.62,13.08,21.64,105.1,189.3,58.16,4945,170.3,180.8,2,3.31,12.88,3.91,13.08,1.668,1.076,-1,-0.78,-0.6,-23.7,44.11,0
30,11.63,12.94,18.86,105.1,189.3,30.05,4982,151.5,159.7,2,3.31,14.46,3.91,12.94,1.668,0.534,-1,-0.78,-0.8,-22.9,11.05,0
14,7.82,12.49,18.86,105.1,189.3,21.05,4954,95.1,100.8,2,3.26,20.68,3.91,12.79,1.433,0.339,-1,-2.34,-0.9,-21.8,0,0
0,-2.42,12.64,7.8,105.1,189.3,9.55,4802,30.7,33.6,2,0.78,3.18,3.91,12.49,0.58,0.242,-1,-3.91,-0.6,-18.4,0,0
0,-6.7,12.94,7.8,105.1,189.3,7.42,4782,7.6,8.3,2,0.78,2.36,3.91,12.94,0.58,0.176,-1,-4.69,-0.7,-14.6,0,0
0,-8.99,13.82,3.3,105.1,189.3,6.54,4802,-0.7,-0.8,2,0,8.92,5.47,13.82,0.251,0.223,-1,-2.34,-0.6,-7.6,0,0
0,-10.25,14.26,2.65,105.1,189.3,5.97,4866,-1.4,-1.5,15,0,27.08,5.47,14.26,0.251,0.18,-1,-1.56,-0.7,-1.6,0,0
0,-9.86,14.41,2.65,105.1,189.3,8.61,4864,-0.6,-0.6,15,0,16.79,4.69,14.41,0.204,0.183,-1,-1.56,-0.8,-0.6,0,0
0,-9.97,14.41,2.51,105.1,189.3,8.2,4847,-0.8,-0.9,15,0,14.88,4.69,14.41,0.204,0.188,-1,-2.34,-0.7,-0.6,0,0
0,-10.08,14.55,2.51,105.1,189.3,8.3,4837,-0.7,-0.8,15,0,15.17,3.91,14.41,0.191,0.188,-1,-3.12,-0.7,-0.8,0,0
0,-10.08,14.7,2.51,105.1,189.3,8.44,4774,-0.1,-0.1,15,0,14.79,3.91,14.7,0.191,0.181,-1,0,-0.8,-0.6,0,0
0,-9.94,15.14,2.51,104.9,189.3,8.46,4708,0.3,0.4,15,0,13.48,3.91,15.43,0.192,0.18,-1,0,-0.7,-0.6,0,0
0,-9.86,22.78,2.53,104.9,189.5,8.25,4640,0.4,0.4,15,0,12.78,3.91,18.96,0.196,0.178,-1,0,-0.7,-0.6,0,0
0,-9.85,31.02,2.53,104.9,189.5,8.19,4562,0.5,0.5,15,0,12.62,4.69,29.84,0.196,0.178,-1,0,-0.7,-0.6,0,0
0,-9.85,35.87,2.4,104.9,189.5,8.02,4490,0.5,0.6,15,0,12.65,3.91,34.4,0.191,0.177,-1,0,-0.6,-0.7,0,0
0,-9.94,38.66,2.4,104.9,189.5,7.87,4434,0.6,0.7,15,0,12.48,3.91,37.93,0.191,0.176,-1,0,-0.8,-0.6,0,0
0,-9.96,39.54,2.25,104.5,189.5,7.71,4353,0.7,0.8,15,0,12.87,3.91,39.98,0.185,0.175,-1,0,-0.6,-0.6,0,0
0,-9.98,40.72,2.13,104.5,189.5,7.62,4294,0.7,0.8,15,0,12.77,3.91,41.01,0.185,0.173,-1,0,-0.8,-0.6,0,0
0,-10.03,41.6,2.13,104.5,189.5,7.5,4209,0.8,1,15,0,12.55,3.12,41.75,0.179,0.173,-1,0,-0.7,-0.5,0,0
0,-10.02,42.04,2.03,104.5,189.5,7.43,4156,0.9,1.1,15,0,12.44,3.12,42.04,0.179,0.171,-1,0,-0.6,-0.4,0,0
0,-10.02,42.04,2.03,104.5,189.5,7.31,4085,0.9,1.1,15,0,12.3,3.12,42.19,0.176,0.17,-1,0,-0.6,-0.4,0,0
0,-10.06,42.19,1.92,104.5,189.5,7.19,4023,0.9,1.2,15,0,12.16,3.12,42.48,0.176,0.169,-1,0,-0.5,-0.4,0,0
0,-10.05,42.34,1.92,104.5,189.5,7.11,3952,0.9,1.3,15,0,12.01,3.12,42.63,0.171,0.17,-1,0,-0.6,-0.3,0,0
0,-10.13,42.19,1.82,104.4,189.5,6.92,3898,1.2,1.6,15,0,11.94,2.34,42.78,0.167,0.169,-1,0,-0.5,-0.4,0,0
0,-10.14,42.19,1.82,104.4,189.5,6.82,3828,1.5,2,15,0,11.52,2.34,42.63,0.167,0.169,-1,0,-0.6,-0.3,0,0
0,-10.16,42.92,1.77,104.4,189.5,6.77,3774,1.9,2.7,15,0,11.16,2.34,42.78,0.167,0.168,-1,0,-0.5,-0.5,0,0
0,-10.19,42.63,1.72,104.4,189.5,6.71,3702,2,2.9,15,0,10.46,2.34,43.07,0.167,0.168,-1,0,-0.6,-0.4,0,0
0,-10.23,43.22,1.72,104.4,189.5,6.5,3647,2.2,3.2,15,0,10.32,2.34,42.92,0.168,0.167,-1,0,-0.4,-0.4,0,0
0,-10.26,42.78,1.65,104.4,189.5,6.45,3583,2.4,3.5,15,0,10.07,2.34,42.92,0.168,0.166,-1,0,-0.6,-0.4,0,0
0,-10.3,42.92,1.65,104.4,189.5,6.37,3527,2.5,3.8,15,0,9.63,2.34,43.07,0.165,0.165,-1,0,-0.5,-0.4,0,0
0,-10.3,42.92,1.59,104.4,189.5,6.29,3446,2.6,4,15,0,9.2,2.34,42.92,0.165,0.163,-1,0,-0.6,-0.3,0,0
0,-10.35,42.63,1.59,104.4,189.5,6.07,3341,2.6,4.1,15,0,8.61,2.34,42.92,0.164,0.155,-1,0,-0.5,-0.4,0,0
0,-10.35,43.51,1.53,104.4,189.7,5.98,3199,2.5,4.1,15,0,7.77,2.34,43.22,0.164,0.154,-1,0,-0.4,-0.2,0,0
0,-10.47,42.04,1.53,104.4,189.7,5.23,3155,2.5,4.1,15,0,7.44,2.34,42.63,0.164,0.155,-1,0,-0.4,-0.3,0,0
0,-10.56,42.19,1.32,104.4,189.7,5.22,3289,2.7,4.3,15,0,8.23,2.34,42.19,0.152,0.159,-1,0,-0.4,-0.2,0,0
0,-10.58,43.07,1.32,104.4,189.7,5.7,3314,2.5,4,15,0,8.89,2.34,43.07,0.152,0.159,-1,0,-0.6,-0.3,0,0
0,-10.53,42.92,1.36,104.4,189.7,5.86,3247,2.6,4.2,15,0,8.61,2.34,42.78,0.157,0.158,-1,0,-0.4,-0.4,0,0
0,-10.48,43.07,1.42,104.4,189.7,5.88,3213,2.7,4.4,15,0,7.8,2.34,43.22,0.157,0.158,-1,0,-0.4,-0.2,0,0
0,-10.46,42.63,1.42,104.4,189.7,5.79,3251,2.7,4.4,15,0,8.07,2.34,42.19,0.161,0.158,-1,0,-0.5,-0.3,0,0
0,-10.47,43.07,1.38,104.4,189.7,5.75,3262,2.6,4.2,15,0,8.14,2.34,43.22,0.161,0.158,-1,0,-0.4,-0.3,0,0
0,-10.49,42.34,1.38,104.4,189.9,5.75,3219,2.6,4.2,3,0,9.63,2.34,42.34,0.159,0.169,-1,0,-0.4,-0.3,0,0
0,-10.48,43.22,1.41,104.4,189.9,5.85,3247,2.7,4.3,3,0,8.16,2.34,43.22,0.159,0.19,-1,0,-0.4,-0.2,0,0
0,-10.48,41.89,1.41,104.4,189.9,6.2,3246,2.6,4.2,15,0,24.97,2.34,42.04,0.16,0.15,-1,0,-0.5,-0.3,0,0
0,-10.42,39.25,1.41,104.4,189.9,6.51,3242,2.6,4.2,15,0,12.84,2.34,39.54,0.161,0.155,-1,0,-0.3,-0.2,0,0
0,-10.59,32.34,1.41,104.4,189.9,5.69,3227,2.2,3.5,15,0,9.59,2.34,35.13,0.161,0.158,-1,0,-0.5,-0.3,0,0
0,-10.69,27.05,1.3,104.4,189.9,5.77,3207,1.9,3.2,15,0,8.56,2.34,28.37,0.149,0.157,-1,0,-0.4,-0.4,0,0
0,-10.7,24.84,1.28,104.4,189.9,5.81,3174,1.8,3,15,0,8.68,2.34,24.11,0.149,0.156,-1,0,-0.4,-0.3,0,0
0,-10.74,21.46,1.28,104.4,189.9,5.86,3145,2,3.2,15,0,8.47,2.34,20.73,0.147,0.154,-1,0,-0.5,-0.4,0,0
0,-10.7,19.7,1.24,104.4,189.9,5.87,3108,1.9,3.2,15,0,8.35,2.34,19.55,0.147,0.154,-1,0,-0.3,-0.2,0,0
0,-10.66,18.08,1.24,104.4,189.9,5.77,3058,2.2,3.8,15,0,7.76,2.34,18.08,0.146,0.151,-1,0,-0.5,-0.3,0,0
0,-10.53,18.38,1.27,104.4,189.9,5.69,2997,2.3,4.1,15,0,6.93,2.34,17.35,0.146,0.15,-1,0,-0.4,-0.3,0,0
0,-10.49,26.17,1.27,104.4,189.9,5.54,2947,2.4,4.2,15,0,6.81,2.34,20.14,0.152,0.147,-1,0,-0.4,-0.2,0,0
0,-10.46,30.28,1.23,104.4,190,5.4,2885,2.3,4.1,15,0,6.81,2.34,30.72,0.152,0.146,-1,0,-0.4,-0.4,0,0
0,-10.51,35.13,1.23,104.4,190,5.11,2843,2.1,3.8,15,0,7.02,2.34,35.43,0.152,0.144,-1,0,-0.4,-0.2,0,0
0,-10.52,36.9,1.17,104.4,190,5.02,2780,2,3.8,15,0,7.25,2.34,36.75,0.15,0.143,-1,0,-0.4,-0.2,0,0
0,-10.54,40.13,1.17,104.4,190,4.91,2737,1.9,3.7,15,0,7.27,2.34,40.13,0.15,0.149,-1,0,-0.3,-0.3,0,0
4,-10.57,40.28,1.11,104.4,190,4.81,2670,1.5,3,15,0,45.66,2.34,40.42,0.146,0.27,-1,0,-0.3,-0.2,0,0
13,-10.53,41.45,1.49,104.4,190,5.88,2692,5.6,10.9,15,0,44.7,2.34,41.45,0.146,0.446,-1,0,-0.5,-0.2,71.92,0
18,-9.33,41.01,1.49,104.4,190,11.7,2727,16.4,31.6,15,0,32.71,2.34,40.87,0.204,0.493,-1,0,-0.3,-0.3,63.99,0
19,-6.18,36.01,3.24,104.4,190,15.35,2771,31.5,59.8,15,0,27.06,2.34,34.69,0.204,0.494,-1,0,-0.2,-0.2,76.07,0
19,-4.55,25.58,3.24,104.4,190,15.53,2766,34.1,64.8,15,0,26.64,5.47,26.02,0.446,0.493,-1,0,0.2,-0.3,67.5,0
19,-3.91,19.4,3.66,104.4,190,15,2715,35.1,67.9,15,0,26.49,5.47,19.55,0.446,0.51,-1,0,3.3,-0.3,64.1,0
20,-3.75,16.61,3.66,104.4,190,14.49,2552,34.8,71.7,15,0,27.36,5.47,17.05,0.489,0.52,-1,0,6.3,-0.1,62.66,0
20,-3.3,15.29,3.73,104.4,190,14.4,2484,35.6,75.4,15,0,27.72,5.47,15.43,0.509,0.538,-1,0,7.7,-0.3,61.57,0
22,-3.07,14.85,3.73,104.4,190,14.25,2541,37.4,77.2,15,0,27.78,5.47,14.7,0.509,0.628,-1,0,9,-0.2,73.54,0
26,-2.7,14.55,3.71,104.4,190,15.7,2512,42.4,88.6,15,0,27.97,5.47,14.41,0.549,0.66,-1,0,8.3,-0.1,68.35,0
28,-1.2,14.41,4.61,104.4,190,19.31,2538,48.8,101,15,0,25.92,5.47,14.26,0.549,0.662,-1,0,6.4,-0.2,67.73,0
28,-0.16,14.11,4.61,104.4,190,20.53,2555,51.6,106.1,4,0,24.47,5.47,14.11,0.676,0.664,-1,-0.78,1.1,-0.2,61.89,0
28,-0.06,13.96,4.63,104.4,190,19.54,2543,51,105.4,4,0,24.06,5.47,13.96,0.676,0.634,-1,0,-0.2,-1.7,55.01,0
26,-0.36,14.11,4.63,104.4,190,17.43,2550,50,103,4,0,24.5,5.47,13.96,0.675,0.612,-1,0.78,-0.3,-7,47.91,0
25,-0.8,14.11,4.46,104.4,190,15.7,2550,48.3,99.4,4,0,25.01,5.47,14.11,0.675,0.586,-1,1.56,-0.2,-11,41.9,0
24,-1.64,14.11,4.46,104.4,190,13.39,2556,44.2,90.8,4,0,25.42,5.47,14.11,0.649,0.55,-1,1.56,-0.3,-15.4,39.47,0
22,-2.75,14.11,3.9,104.4,190,11.4,2555,40.1,82.4,4,0,25.93,5.47,14.11,0.567,0.54,-1,1.56,-0.4,-18.4,41.34,0
21,-3.59,14.11,3.9,104.4,190,10.96,2557,37.7,77.4,4,0,26.91,5.47,14.11,0.567,0.526,-1,1.56,-0.2,-19.4,49.76,0
20,-3.85,14.26,3.66,104.5,190,11.13,2567,36.8,75.2,4,0,27.33,5.47,14.26,0.531,0.524,-1,1.56,-0.4,-17.6,48.21,0
20,-3.93,14.26,3.66,104.5,190,11.24,2567,36.2,74.1,4,0,27.71,5.47,14.26,0.531,0.514,-1,1.56,-0.3,-14.2,56.46,0
20,-3.87,14.41,3.6,104.5,190.2,11.49,2574,36.2,73.9,4,0,27.82,5.47,14.41,0.521,0.502,-1,0.78,-0.2,-10.9,52.76,0
20,-3.77,14.41,3.53,104.5,190.2,11.34,2579,35.5,72.3,4,0,27.84,5.47,14.41,0.521,0.498,-1,0.78,-0.4,-7.8,55.85,0
20,-3.81,14.41,3.53,104.5,190.2,11.19,2585,35,71.1,4,0,27.45,5.47,14.41,0.507,0.482,-1,0.78,-0.3,-6.2,58.77,0
19,-3.89,14.41,3.4,104.5,190.2,10.93,2585,33.9,68.8,4,0,27.3,5.47,14.41,0.507,0.466,-1,0,-0.2,-4.8,54.94,0
18,-4.06,14.55,3.4,104.5,190.2,10.65,2581,32.2,65.6,4,0,27.22,5.47,14.55,0.488,0.458,-1,-0.78,-0.3,-3.1,58.52,0
18,-4.19,14.55,3.28,104.5,190.2,10.52,2584,31.9,64.8,4,0,26.81,5.47,14.55,0.488,0.456,-1,-0.78,0.4,0,54.48,0
18,-4.22,14.55,3.28,104.5,190.2,10.6,2593,31.3,63.4,4,0,26.69,5.47,14.55,0.47,0.455,-1,-0.78,2,-0.2,59.27,0
18,-4.29,14.55,3.18,104.5,190.2,10.52,2598,30.9,62.5,4,0,27.33,5.47,14.7,0.457,0.455,-1,-0.78,3.7,-0.2,58.85,0
18,-4.34,14.7,3.18,104.5,190.2,10.52,2595,30.6,62,4,0,28.64,5.47,14.7,0.457,0.455,-1,-1.56,6.1,-0.3,56.07,0
18,-4.38,14.7,3.16,104.5,190.2,10.52,2599,30.5,61.6,4,0,29.03,5.47,14.7,0.451,0.455,-1,-1.56,7.5,-0.1,57.06,0
18,-4.41,14.55,3.15,104.5,190.2,10.57,2603,30.4,61.3,4,0,29.03,5.47,14.55,0.451,0.455,-1,-0.78,8.4,-0.2,58.76,0
18,-4.41,14.55,3.15,104.5,190.2,10.59,2604,30.4,61.4,4,0,29.37,5.47,14.55,0.449,0.455,-1,-0.78,9.1,-0.3,57.69,0
18,-4.4,14.55,3.17,104.5,190.2,10.68,2611,30.6,61.6,4,0,29.61,5.47,14.55,0.449,0.456,-1,-1.56,9.4,-0.2,58.97,0
18,-4.38,14.55,3.17,104.5,190.4,10.7,2610,30.5,61.3,4,0,29.69,5.47,14.55,0.451,0.456,-1,-1.56,9.2,-0.2,59.14,0
18,-4.39,14.55,3.18,104.5,190.4,10.71,2616,30.7,61.5,4,0,29.72,5.47,14.55,0.451,0.456,-1,-1.56,9.4,-0.3,56.56,0
18,-4.38,14.41,3.18,104.5,190.4,10.8,2615,30.6,61.4,4,0,29.73,5.47,14.41,0.451,0.456,-1,-1.56,9.3,-0.2,59.67,0
18,-4.38,14.41,3.18,104.5,190.4,10.84,2617,30.9,62,4,0,29.77,5.47,14.41,0.451,0.452,-1,-1.56,9.1,-0.3,56.19,0
18,-4.34,14.55,3.18,104.5,190.4,10.87,2620,30.8,61.7,4,0,29.77,5.47,14.41,0.451,0.451,-1,-2.34,9.2,-0.3,58.65,0
18,-4.35,14.55,3.19,104.5,190.4,10.87,2622,30.6,61.4,4,0,29.95,5.47,14.55,0.451,0.45,-1,-2.34,9.2,-0.1,56.87,0
18,-4.37,14.55,3.19,104.5,190.4,10.79,2625,30.6,61.2,4,0,30.01,5.47,14.55,0.451,0.444,-1,-2.34,9.1,-0.3,56.76,0
18,-4.39,14.7,3.18,104.4,190.4,10.78,2624,30.4,60.9,4,0,30.01,5.47,14.7,0.45,0.437,-1,-2.34,9.2,-0.3,56.38,0
18,-4.49,14.7,3.13,104.4,190.4,10.61,2632,30.1,60,4,0,30.11,5.47,14.7,0.45,0.436,-1,-2.34,9.1,-0.2,57.07,0
18,-4.55,14.7,3.13,104.5,190.4,10.58,2633,30,59.7,4,0,30.32,5.47,14.7,0.442,0.436,-1,-2.34,9,-0.3,57.31,0
18,-4.61,14.7,3.11,104.5,190.4,10.58,2639,29.7,59.1,4,0,30.37,5.47,14.7,0.442,0.427,-1,-3.12,9.2,-0.2,54.85,0
17,-4.63,14.85,3.11,104.5,190.4,10.58,2638,29.3,58.3,4,0,30.41,5.47,14.85,0.437,0.327,-1,-2.34,8.9,-0.1,56.35,0
12,-4.87,14.7,2.88,104.5,190.4,9.59,2635,23.4,46.6,4,0,30.52,5.47,14.7,0.437,0.256,-1,-2.34,8.9,-0.4,0,0
0,-5.94,14.7,2.88,104.5,190.4,6.91,2601,15.7,31.8,4,0,9.53,5.47,14.7,0.404,0.207,-1,-2.34,9,-0.2,0,0
0,-7.5,14.7,1.98,104.5,190.4,5.27,2597,9,18.2,4,0,9.11,3.12,14.7,0.278,0.13,-1,-2.34,9.6,-0.1,0,0
0,-8.66,14.7,1.98,104.5,190.4,2.83,2623,3.3,6.6,4,0,47.31,3.12,14.7,0.278,0.196,-1,-2.34,8,-0.2,0,0
0,-10.18,14.55,1.09,104.4,190.4,1.87,2645,2.2,4.3,15,0,24.12,2.34,14.7,0.156,0.141,-1,-1.56,3.5,-0.1,0,0
0,-10.3,14.55,1.07,104.4,190.4,4.52,2638,2,3.9,15,0,15.54,2.34,14.55,0.156,0.139,-1,-2.34,-0.2,-0.2,0,0
0,-10.51,14.55,1.07,104.4,190.4,3.69,2623,0.7,1.5,15,0,12.4,2.34,14.55,0.15,0.141,-1,-2.34,-0.3,-0.3,0,0
0,-10.78,14.55,0.97,104.4,190.4,3.86,2587,0.7,1.4,15,0,11.85,2.34,14.55,0.15,0.142,-1,-2.34,-0.3,-0.2,0,0
0,-10.7,14.99,0.97,104.4,190.6,4.37,2549,1.1,2.3,15,0,9,2.34,14.85,0.136,0.143,-1,-2.34,-0.4,-0.2,0,0
0,-10.64,15.58,0.99,104.4,190.6,4.39,2512,1,2.1,15,0,8.65,2.34,15.43,0.136,0.142,-1,2.34,-0.3,-0.3,0,0
0,-10.68,15.73,0.99,104.4,190.6,4.39,2473,0.9,1.9,15,0,8.88,2.34,15.73,0.141,0.137,-1,4.69,-0.2,-0.1,0,0
0,-10.67,15.73,0.94,104.4,190.6,4.33,2442,0.9,1.9,15,0,8.7,2.34,15.73,0.138,0.134,-1,4.69,-0.4,-0.2,0,0
0,-10.69,15.58,0.94,104.4,190.6,4.12,2414,0.6,1.4,15,0,8.52,2.34,15.43,0.138,0.132,-1,3.91,-0.3,-0.2,0,0
0,-10.75,15.29,0.89,104.4,190.6,4.03,2375,0.4,1,15,0,8.7,2.34,15.29,0.134,0.13,-1,3.12,-0.2,-0.1,0,0
0,-10.79,15.14,0.89,104.4,190.6,3.95,2349,0.6,1.3,15,0,14.11,2.34,15.14,0.134,0.127,-1,0,-0.4,-0.1,0,0
0,-10.8,14.85,0.84,104.4,190.6,3.88,2303,0.4,0.8,15,0,8,2.34,14.99,0.131,0.124,-1,0,-0.2,-0.2,0,0
0,-10.8,14.85,0.83,104.4,190.6,3.78,2246,0.5,1.2,15,0,8,2.34,14.85,0.131,0.122,-1,0,-0.2,-0.1,0,0
0,-10.76,15.43,0.83,104.4,190.6,3.68,2201,0.6,1.4,15,0,7.07,2.34,15.58,0.132,0.121,-1,0,-0.4,-0.1,0,0
0,-10.76,18.82,0.81,104.4,190.6,3.53,2148,0.6,1.6,15,0,7.07,2.34,18.52,0.132,0.121,-1,0,-0.4,-0.2,0,0
0,-10.75,24.7,0.81,104.4,190.6,3.5,2095,0.7,1.7,15,0,6.5,2.34,23.52,0.133,0.121,-1,0,-0.4,-0.2,0,0
0,-10.76,30.72,0.76,104.4,190.6,3.45,2053,0.6,1.6,15,0,6.19,2.34,30.13,0.133,0.122,-1,0,-0.3,-0.1,0,0
0,-10.81,34.25,0.76,104.4,190.6,3.31,1999,0.5,1.3,15,0,6.08,2.34,33.37,0.132,0.121,-1,0,-0.4,-0.2,0,0
0,-10.86,36.46,0.72,104.4,190.6,3.18,1944,0.5,1.3,15,0,5.83,2.34,36.01,0.129,0.121,-1,0,-0.3,-0.2,0,0
0,-10.87,37.34,0.72,104.4,190.6,3.14,1903,0.5,1.3,15,0,5.55,2.34,37.63,0.129,0.12,-1,0,-0.2,-0.1,0,0
0,-10.87,38.51,0.69,104.4,190.6,3.05,1859,0.5,1.5,15,0,4.99,2.34,38.66,0.129,0.133,-1,0,-0.2,0,0,0
4,-10.91,39.1,0.65,104.4,190.6,2.96,1831,0.4,1.3,15,0,36.64,2.34,39.1,0.129,0.158,-1,0,-0.3,-0.1,0,0
5,-10.92,39.54,0.65,104.4,190.6,3.24,1964,0.5,1.3,15,0,35.97,2.34,39.54,0.128,0.191,-1,0,-0.3,-0.1,0,0
6,-10.83,39.25,0.77,104.4,190.6,4.07,2117,1.1,2.8,15,0,36.48,2.34,39.69,0.128,0.265,-1,0,-0.2,-0.1,0,0
10,-10.33,36.46,0.77,104.4,190.6,6.59,2128,4.2,10.3,15,0,39.06,2.34,38.07,0.152,0.311,-1,0,-0.3,0,0,0
12,-9.39,32.49,1.48,104.4,190.6,8.53,2052,7.1,18.2,15,0,38.09,2.34,31.16,0.152,0.323,-1,0,-0.4,-0.2,0,0
12,-8.12,25.14,1.48,104.4,190.6,8.91,2071,9.8,24.9,15,0,38.09,2.34,23.96,0.26,0.327,-1,0,-0.3,-0.2,0,0
